"Datasheet.Order","Year","Date","Diver","SiteDetails.Recorder","Measurement.Processors","Site.ID","bay.side","Quadrat","Temperature","Salinity","Sediment.Type","Habitat.Type","%Seagrass","%Macroalgae","Seagrass.in.Area?","Quadrat.Size","Notes","Overall.Notes"
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 61.5","W",2,"26.1","27.3","MS","SF",0,0,"N",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 62","W",1,"26.0","27.3","MS","MF",10,5,"Y",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 62","W",2,"26.0","27.3","MS","MF",15,15,"Y",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 63","W",1,"27.5","27.6","MS","SF",0,5,"N",1,"Passed by seagrass patches on the way to the site",NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 63","W",2,"27.5","27.6","MS","SF",0,0,"N",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 64","W",1,"26.1","27.7","SM","MA",0,100,"N",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 64","W",2,"26.1","27.7","SM","MA",0,100,"N",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 68","W",1,"25.9","27.6","M","MF",0,0,"N",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 68","W",2,"25.9","27.6","M","MF",0,0,"N",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 97","W",1,"26.7","28.0","MS","SF",0,0,"N",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 97","W",2,"26.7","28.0","MS","SF",0,0,"N",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 66","W",1,"26.3","28.5","SM","MF",0,100,"N",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 66","W",2,"26.3","28.5","SM","MF",0,100,"N",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 78","W",1,"25.6","29.2","MS","SF",0,5,"Y",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 78","W",2,"25.6","29.2","MS","SF",0,0,"Y",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 79","W",1,"25.6","29.1","MS","SG",0,0,"Y",1,"Patchy",NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 79","W",2,"25.6","29.1","MS","SG",15,0,"Y",1,"Patchy",NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 82","W",1,"26.2","29.2","MS","SG",60,40,"Y",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 82","W",2,"26.2","29.2","MS","SG",85,40,"Y",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 83","W",1,"27.1","29.8","MS","SG",50,100,"Y",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 83","W",2,"27.1","29.8","MS","SG",50,50,"Y",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 96","W",1,"25.6","29.1","SM","SG",100,50,"Y",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"SGV 96","W",2,"25.6","29.1","SM","SG",100,30,"Y",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"WEEout 1","W",1,"25.4","28.5","SM","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-02,"RK",NA,NA,"WEEout 1","W",2,"25.4","28.5","SM","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-10,"RK",NA,NA,"SGV 74","W",1,"26.0","28.5","MS","SG",50,45,"Y",1,"Horseshoe crab stuck in suction",NA
NA,2017,2017-08-10,"RK",NA,NA,"SGV 74","W",2,"26.0","28.5","MS","SG",50,100,"Y",1,NA,NA
NA,2017,2017-08-10,"RK",NA,NA,"SGV 84","W",1,"25.1","29.3","MS","SF",0,0,"Y",1,NA,NA
NA,2017,2017-08-10,"RK",NA,NA,"SGV 84","W",2,"25.1","29.3","MS","SF",0,0,"Y",1,NA,NA
NA,2017,2017-08-10,"RK",NA,NA,"SGV 86","W",1,"25.5","29.2","MS","SG",75,75,"Y",1,"American eel in prox 0.5 meters TL",NA
NA,2017,2017-08-10,"RK",NA,NA,"SGV 86","W",2,"25.5","29.2","MS","SG",50,100,"Y",1,NA,NA
NA,2017,2017-08-10,"RK",NA,NA,"SGV 87","W",1,"25.4","29.1","SM","SG",100,50,"Y",1,NA,NA
NA,2017,2017-08-10,"RK",NA,NA,"SGV 87","W",2,"25.4","29.1","SM","SG",100,45,"Y",1,NA,NA
NA,2017,2017-08-10,"RK",NA,NA,"SGV 89","W",1,"23.3","29.0","SM","SG",100,70,"Y",1,NA,NA
NA,2017,2017-08-10,"RK",NA,NA,"SGV 89","W",2,"23.3","29.0","SM","SG",100,80,"Y",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","SGV 75.5","W",1,"24.4","28.4","SM","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","SGV 75.5","W",2,"24.4","28.4","SM","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","SGV 77","W",1,"24.4","28.3","MS","MF",0,10,"N",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","SGV 77","W",2,"24.4","28.3","MS","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","SGV 85","W",1,"22.2","29.9","SM","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","SGV 85","W",2,"22.2","29.9","SM","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","SGV 86","W",1,"24.8","28.9","MS","SG",100,100,"Y",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","SGV 86","W",2,"24.8","28.9","MS","SG",80,70,"Y",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","SGV 88","W",1,"23.6","29.0","S","SF",0,25,"N",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","SGV 88","W",2,"23.6","29.0","S","SF",0,30,"N",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","TIANAout 1","W",1,"24.1","29.2","SM","MF",0,100,"N",1,NA,NA
NA,2017,2017-08-15,"RK","BS","LG, KS","TIANAout 1","W",2,"24.1","29.2","SM","MF",0,70,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 65","W",1,"25.1","28.6","SM","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 65","W",2,"25.1","28.6","SM","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 67","W",1,"24.6","28.9","MS","SH",0,50,"N",1,"45% crepidula",NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 67","W",2,"24.6","28.9","MS","SH",0,30,"N",1,"35% crepidula, horshoe crab, rocky",NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 69","W",1,"28.9","24.6","M","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 69","W",2,"28.9","24.6","M","MF",0,60,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 70","W",1,"25.4","28.6","MS","SF",0,5,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 70","W",2,"25.4","28.6","MS","SF",0,10,"N",1,"horseshoe crab; 1/2 2nd quad done by hand b/c had water pump issues",NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 71","W",1,"24.9","28.6","S","SF",0,2,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 71","W",2,"24.9","28.6","S","SF",0,0,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 72","W",1,"24.2","29.0","MS","SF",0,10,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 72","W",2,"24.2","29.0","MS","SF",0,10,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 73","W",1,"23.6","29.4","MS","MF",0,60,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 73","W",2,"23.6","29.4","MS","MF",0,100,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 76","W",1,"24.7","28.8","SM","MF",0,30,"N",1,NA,NA
NA,2017,2017-08-22,"RK",NA,NA,"SGV 76","W",2,"24.7","28.8","SM","MF",0,30,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 47","W",1,"19.4","30.3","S","MB",0,20,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 47","W",2,"19.4","30.3","MS","SH",0,0,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 48","W",1,"19.8","30.4","MS","SH",0,5,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 48","W",2,"19.8","30.4","MS","SH",0,5,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 49","W",1,NA,NA,"MS","SF",0,0,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 49","W",2,NA,NA,"MS","SF",0,5,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 80","W",1,"21.7","30.2","M","MF",0,2,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 80","W",2,"21.7","30.2","M","MF",0,10,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 81","W",1,"17.41","30.15","SM","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 81","W",2,"17.41","30.15","SM","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 90","W",1,"21.2","30.0","MS","SF",0,5,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 90","W",2,"21.2","30.0","MS","SF",0,5,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 91","W",1,"22.4","29.7","M","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 91","W",2,"22.4","29.7","M","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 92","W",1,"23.6","29.5","M","MF",0,5,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 92","W",2,"23.6","29.5","M","MF",0,5,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 93","W",1,"23.3","29.8","MS","SF",0,0,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 93","W",2,"23.3","29.8","MS","SF",0,0,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 94","W",1,"24.0","29.7","SM","MF",0,10,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 94","W",2,"24.0","29.7","SM","MF",0,15,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 95","W",1,"21.0","30.1","M","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 95","W",2,"21.0","30.1","M","MF",0,0,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 98","W",1,"17.36","29.68","M","MF",0,100,"N",1,NA,NA
NA,2017,2017-08-24,"RK",NA,NA,"SGV 98","W",2,"17.36","29.68","M","MF",0,100,"N",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG1","E",1,"25.0","28.5","S","SG",40,0,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG1","E",2,"25.0","28.5","S","SG",60,0,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG2","E",1,"25.3","28.1","S","SG",20,10,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG2","E",2,"25.3","28.1","S","SG",40,15,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",1,"24.8","28.1","S","SG",40,0,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",2,"24.8","28.1","S","SG",50,0,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG4","E",1,"25.4","27.8","S","SG",50,10,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG4","E",2,"25.4","27.8","S","SG",90,10,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV COR","E",1,"25.6","27.5","S","SG",50,0,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV COR","E",2,"25.6","27.5","S","SG",30,0,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV FP","E",1,"20.9","29.6","S","SG",80,0,"Y",1,NA,NA
NA,2018,2018-07-19,"DWC","DWC;AD;GF;BM","DWC;AD;GF;BM","SGV FP","E",2,"20.9","29.6","S","SG",60,0,"Y",1,NA,NA
NA,2018,2018-07-20,"DWC","DWC;AD;CW;JP","DWC;AD;CW;JP","SGV LS3","E",1,"24.1","29.8","S","SG",20,50,"Y",1,NA,NA
NA,2018,2018-07-20,"DWC","DWC;AD;CW;JP","DWC;AD;CW;JP","SGV LS3","E",2,"24.1","29.8","S","SG",30,20,"Y",1,NA,NA
NA,2018,2018-07-20,"DWC","DWC;AD;CW;JP","DWC;AD;CW;JP","SGV LS4","E",1,"21.8","30.3","S","SF",0,0,"N",1,NA,NA
NA,2018,2018-07-20,"DWC","DWC;AD;CW;JP","DWC;AD;CW;JP","SGV LS4","E",2,"21.8","30.3","S","SF",0,0,"N",1,NA,NA
NA,2018,2018-07-20,"DWC","DWC;AD;CW;JP","DWC;AD;CW;JP","SGV SAND","E",1,"23.0","29.3","S","SF",0,5,"N",1,"many shells had moon snail drill holes",NA
NA,2018,2018-07-20,"DWC","DWC;AD;CW;JP","DWC;AD;CW;JP","SGV SAND","E",2,"23.0","29.3","S","SF",0,5,"N",1,"many shells had moon snail drill holes",NA
NA,2018,2018-07-20,"DWC","DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",1,"22.9","29.2","S","SF",0,50,"N",1,NA,NA
NA,2018,2018-07-20,"DWC","DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",2,"22.9","29.2","S","SF",0,20,"N",1,NA,NA
NA,2018,2018-07-24,"DWC","DWC;DC;LM","DWC;DC;LM","SGV 86","W",1,"27.1","31.1","MS","SG",80,10,"Y",1,NA,NA
NA,2018,2018-07-24,"DWC","DWC;DC;LM","DWC;DC;LM","SGV 86","W",2,"27.1","31.1","MS","SG",50,20,"Y",1,NA,NA
NA,2018,2018-07-24,"DWC","DWC;DC;LM","DWC;DC;LM","SGV LS1","E",1,"26.0","29.2","S","SG",25,15,"Y",1,NA,NA
NA,2018,2018-07-24,"DWC","DWC;DC;LM","DWC;DC;LM","SGV LS1","E",2,"26.0","29.2","S","SG",25,25,"Y",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 75","W",1,"24.9","29.3","MS","SF",0,0,"N",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 75","W",2,"24.9","29.3","MS","SF",0,0,"N",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,"25.1","29.4","MS","SF",0,0,"N",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,"25.1","29.4","MS","SF",0,0,"N",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 79","W",1,"25.2","29.4","MS","SG",20,0,"Y",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 79","W",2,"25.2","29.4","MS","SG",20,0,"Y",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 85","W",1,"25.0","29.2","MS","SF",0,0,"N",1,"very silty",NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 85","W",2,"25.0","29.2","MS","SF",0,0,"N",1,"very silty",NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 94","W",1,"26.2","28.7","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 94","W",2,"26.2","28.7","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 96","W",1,"24.9","29.2","MS","SG",30,20,"Y",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 96","W",2,"24.9","29.2","MS","SG",25,20,"Y",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV AD10","E",1,"25.1","29.0","S","SF",0,10,"N",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV AD10","E",2,"25.1","29.0","S","SF",0,0,"N",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV AD6","E",1,"25.5","29.4","S","SF",5,25,"Y",1,NA,NA
NA,2018,2018-07-26,"DWC","DWC;CW;AD;CB","DWC;CW;AD;CB","SGV AD6","E",2,"25.5","29.4","S","SF",5,20,"Y",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 47","W",1,"20.7","30.0","MS","MB",0,5,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 47","W",2,"20.7","30.0","MS","MB",0,5,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 48","W",1,"20.9","30.6","MS","SH",0,10,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 48","W",2,"20.9","30.6","MS","SH",0,25,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 70","W",1,"26.3","29.1","MS","SF",0,5,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 70","W",2,"26.3","29.1","MS","SF",0,5,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 71","W",1,"26.8","28.6","MS","SF",0,0,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 71","W",2,"26.8","28.6","MS","SF",0,0,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 80","W",1,"25.3","29.7","M","MF",0,80,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 80","W",2,"25.3","29.7","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV AD8","E",1,"26.3","28.6","M","MF",0,80,"N",1,"loose Ulva and mussels",NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV AD8","E",2,"26.3","28.6","M","MF",0,80,"N",1,"loose Ulva and mussels",NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV AD9","E",1,"22.1","30.4","M","MF",0,10,"N",1,NA,NA
NA,2018,2018-07-27,"DWC","DWC;CW;AD;JP","DWC;CW;AD;JP","SGV AD9","E",2,"22.1","30.4","M","MF",0,10,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD1","E",1,"25.4","29.8","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD1","E",2,"25.4","29.8","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD11","E",1,"26.1","28.9","M","MF",0,0,"N",1,"lots of Nucula",NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD11","E",2,"26.1","28.9","M","MF",0,5,"N",1,"lots of Nucula",NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD2","E",1,"25.6","28.7","M","MF",0,100,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD2","E",2,"25.6","28.7","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD24","E",1,"26.3","29.4","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD24","E",2,"26.3","29.4","M","MF",0,5,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD3","E",1,"25.6","29.5","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD3","E",2,"25.6","29.5","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD4","E",1,"26.3","29.1","MS","SH",0,50,"N",1,"Crepidula shell hash",NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD4","E",2,"26.3","29.1","MS","SH",0,40,"N",1,"Crepidula shell hash",NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD5","E",1,"25.5","29.7","S","SG",100,0,"Y",1,"very tall seagrass",NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV AD5","E",2,"25.5","29.7","S","SG",100,0,"Y",1,"very tall seagrass",NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV SU5","E",1,"26.7","28.5","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV SU5","E",2,"26.7","28.5","M","MF",0,10,"N",1,NA,NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV SU6","E",1,"27.0","28.3","M","MF",0,5,"N",1,"many worm tubes",NA
NA,2018,2018-08-02,"DWC","DWC;AD;CW;CB","DWC;AD;CW;CB","SGV SU6","E",2,"27.0","28.3","M","MF",0,0,"N",1,"many worm tubes",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD12","E",1,"27.0","28.8","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD12","E",2,"27.0","28.8","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD13","E",1,"27.2","28.7","M","MF",0,25,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD13","E",2,"27.2","28.7","M","MF",0,20,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD20","E",1,"26.6","28.6","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD20","E",2,"26.6","28.6","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD21","E",1,"26.5","29.1","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD21","E",2,"26.5","29.1","M","MF",0,5,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD22","E",1,"26.3","29.5","M","MF",0,0,"N",1,"soft, some shells",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD22","E",2,"26.3","29.5","M","MF",0,0,"N",1,"soft, some shells",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD23","E",1,"20.4","30.6","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD23","E",2,"20.4","30.6","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD7","E",1,"26.4","29.8","M","MF",0,30,"N",1,NA,NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV AD7","E",2,"26.4","29.8","M","MF",0,25,"N",1,NA,NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV SU1","E",1,"26.6","28.7","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV SU1","E",2,"26.6","28.7","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV SU2","E",1,"27.5","29.1","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV SU2","E",2,"27.5","29.1","M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV SU4","E",1,"26.3","29.6","M","MF",0,30,"N",1,"very soft",NA
NA,2018,2018-08-03,"DWC","DWC;CW;GF;LW","DWC;CW;GF;LW","SGV SU4","E",2,"26.3","29.6","M","MF",0,15,"N",1,"very soft",NA
NA,2018,2018-08-06,"DWC","DWC;CW;URI","DWC;CW;URI","SGV 62","W",1,"28.8","27.2","M","SG",40,90,"Y",1,NA,NA
NA,2018,2018-08-06,"DWC","DWC;CW;URI","DWC;CW;URI","SGV 62","W",2,"28.8","27.2","M","SG",45,80,"Y",1,NA,NA
NA,2018,2018-08-06,"DWC","DWC;CW;URI","DWC;CW;URI","SGV 90","W",1,"24.9","29.9","S","SF",0,15,"N",1,"some Crepidula, horseshoe crabs",NA
